Code_Index,Gene_ID,Gene_Name,Gene_Label
8242,ENSG00000161082,CELF5,Unknown
8243,ENSG00000155961,RAB39B,Unknown
8244,ENSG00000184984,CHRM5,Unknown
8245,ENSG00000122882,ECD,Unknown
8246,ENSG00000162614,NEXN,Unknown
8247,ENSG00000172403,SYNPO2,Non-driver
8248,ENSG00000198301,SDAD1,Non-driver
8249,ENSG00000189308,LIN54,Unknown
8250,ENSG00000110925,CSRNP2,Non-driver
8251,ENSG00000044446,PHKA2,Unknown
8252,ENSG00000154803,FLCN,Driver
8253,ENSG00000104055,TGM5,Unknown
8254,ENSG00000130150,MOSPD2,Non-driver
8255,ENSG00000138738,PRDM5,Unknown
8256,ENSG00000107897,ACBD5,Unknown
8257,ENSG00000198815,FOXJ3,Unknown
8258,ENSG00000168280,KIF5C,Unknown
8259,ENSG00000168309,FAM107A,Unknown
8260,ENSG00000197857,ZNF44,Unknown
8261,ENSG00000143185,XCL2,Unknown
8262,ENSG00000156345,CDK20,Unknown
8263,ENSG00000179796,LRRC3B,Non-driver
8264,ENSG00000058804,NDC1,Non-driver
8265,ENSG00000173258,ZNF483,Unknown
8266,ENSG00000177272,KCNA3,Unknown
8267,ENSG00000169903,TM4SF4,Unknown
8268,ENSG00000160055,TMEM234,Non-driver
8269,ENSG00000165675,ENOX2,Unknown
8270,ENSG00000120658,ENOX1,Unknown
8271,ENSG00000164283,ESM1,Unknown
8272,ENSG00000119707,RBM25,Unknown
8273,ENSG00000181544,FANCB,Unknown
8274,ENSG00000014138,POLA2,Non-driver
8275,ENSG00000088756,ARHGAP28,Unknown
8276,ENSG00000119231,SENP5,Unknown
8277,ENSG00000122643,NT5C3A,Unknown
8278,ENSG00000178386,ZNF223,Non-driver
8279,ENSG00000143158,MPC2,Non-driver
8280,ENSG00000156170,NDUFAF6,Unknown
8281,ENSG00000188818,ZDHHC11,Non-driver
8282,ENSG00000285262,MCPH1,Unknown
8283,ENSG00000041880,PARP3,Unknown
8284,ENSG00000127526,SLC35E1,Non-driver
8285,ENSG00000136383,ALPK3,Unknown
8286,ENSG00000176014,TUBB6,Unknown
8287,ENSG00000113615,SEC24A,Unknown
8288,ENSG00000064313,TAF2,Unknown
8289,ENSG00000120802,TMPO,Unknown
8290,ENSG00000101850,GPR143,Unknown
8291,ENSG00000185818,NAT8L,Unknown
8292,ENSG00000091164,TXNL1,Unknown
8293,ENSG00000142449,FBN3,Non-driver
8294,ENSG00000171316,CHD7,Unknown
8295,ENSG00000227804,PPP1R10,Unknown
8296,ENSG00000005513,SOX8,Unknown
8297,ENSG00000136859,ANGPTL2,Unknown
8298,ENSG00000085840,ORC1,Unknown
8299,ENSG00000127528,KLF2,Unknown
8300,ENSG00000083535,PIBF1,Unknown
8301,ENSG00000083168,KAT6A,Driver
8302,ENSG00000175155,YPEL2,Unknown
8303,ENSG00000011028,MRC2,Unknown
8304,ENSG00000204176,SYT15,Unknown
8305,ENSG00000188257,PLA2G2A,Unknown
8306,ENSG00000203877,RIPPLY2,Unknown
8307,ENSG00000172780,RAB43,Non-driver
8308,ENSG00000154451,GBP5,Unknown
8309,ENSG00000064419,TNPO3,Unknown
8310,ENSG00000168079,SCARA5,Unknown
8311,ENSG00000198015,MRPL42,Unknown
8312,ENSG00000158195,WASF2,Unknown
8313,ENSG00000100302,RASD2,Unknown
8314,ENSG00000153885,KCTD15,Unknown
8315,ENSG00000196406,SPANXD,Unknown
8316,ENSG00000118096,IFT46,Non-driver
8317,ENSG00000165646,SLC18A2,Unknown
8318,ENSG00000162992,NEUROD1,Unknown
8319,ENSG00000121621,KIF18A,Unknown
8320,ENSG00000196091,MYBPC1,Unknown
8321,ENSG00000109787,KLF3,Unknown
8322,ENSG00000176058,TPRN,Unknown
8323,ENSG00000129455,KLK8,Unknown
8324,ENSG00000196220,SRGAP3,Driver
8325,ENSG00000025796,SEC63,Unknown
8326,ENSG00000183837,PNMA3,Unknown
8327,ENSG00000169933,FRMPD4,Unknown
8328,ENSG00000140829,DHX38,Unknown
8329,ENSG00000140092,FBLN5,Unknown
8330,,CD3EAP,Unknown
8331,ENSG00000119431,HDHD3,Non-driver
8332,ENSG00000072310,SREBF1,Unknown
8333,,FAM173A,Non-driver
8334,ENSG00000124217,MOCS3,Non-driver
8335,ENSG00000149927,DOC2A,Unknown
8336,ENSG00000101162,TUBB1,Unknown
8337,ENSG00000123307,NEUROD4,Unknown
8338,ENSG00000153786,ZDHHC7,Unknown
8339,ENSG00000008086,CDKL5,Unknown
8340,ENSG00000172139,SLC9C1,Non-driver
8341,ENSG00000226650,KIF4B,Unknown
8342,ENSG00000177143,CETN1,Unknown
8343,ENSG00000108591,DRG2,Unknown
8344,ENSG00000185962,LCE3A,Unknown
8345,ENSG00000007908,SELE,Unknown
8346,ENSG00000138162,TACC2,Unknown
8347,ENSG00000120656,TAF12,Unknown
8348,ENSG00000285007,REC8,Non-driver
8349,ENSG00000128641,MYO1B,Unknown
8350,ENSG00000106689,LHX2,Unknown
8351,ENSG00000152822,GRM1,Unknown
8352,ENSG00000048828,FAM120A,Unknown
8353,ENSG00000087589,CASS4,Non-driver
8354,ENSG00000011260,UTP18,Unknown
8355,ENSG00000089876,DHX32,Unknown
8356,ENSG00000179111,HES7,Unknown
8357,ENSG00000177096,PHETA2,Non-driver
8358,ENSG00000182372,CLN8,Unknown
8359,ENSG00000160294,MCM3AP,Unknown
8360,ENSG00000138115,CYP2C8,Driver
8361,ENSG00000171169,NAIF1,Non-driver
8362,ENSG00000123104,ITPR2,Unknown
8363,ENSG00000133107,TRPC4,Unknown
8364,ENSG00000109775,UFSP2,Unknown
8365,ENSG00000082641,NFE2L1,Unknown
8366,ENSG00000165480,SKA3,Non-driver
8367,ENSG00000163701,IL17RE,Unknown
8368,ENSG00000149573,MPZL2,Unknown
8369,ENSG00000160588,MPZL3,Unknown
8370,ENSG00000214511,HIGD1C,Non-driver
8371,ENSG00000092051,JPH4,Non-driver
8372,ENSG00000197557,TTC30A,Non-driver
8373,ENSG00000141524,TMC6,Unknown
8374,ENSG00000064102,INTS13,Non-driver
8375,ENSG00000197296,FITM2,Non-driver
8376,ENSG00000049883,PTCD2,Unknown
8377,ENSG00000090889,KIF4A,Unknown
8378,ENSG00000272325,NUDT3,Non-driver
8379,ENSG00000092295,TGM1,Unknown
8380,ENSG00000106367,AP1S1,Unknown
8381,ENSG00000168255,POLR2J3,Non-driver
8382,ENSG00000175756,AURKAIP1,Unknown
8383,ENSG00000132972,RNF17,Unknown
8384,ENSG00000100056,ESS2,Unknown
8385,ENSG00000183019,MCEMP1,Unknown
8386,ENSG00000157131,C8A,Unknown
8387,ENSG00000140650,PMM2,Unknown
8388,ENSG00000146414,SHPRH,Unknown
8389,ENSG00000100796,PPP4R3A,Unknown
8390,ENSG00000118160,SLC8A2,Unknown
8391,ENSG00000163935,SFMBT1,Unknown
8392,ENSG00000133874,RNF122,Non-driver
8393,ENSG00000068971,PPP2R5B,Unknown
8394,ENSG00000115919,KYNU,Unknown
8395,ENSG00000129235,TXNDC17,Unknown
8396,ENSG00000188738,FSIP2,Unknown
8397,ENSG00000131730,CKMT2,Unknown
8398,ENSG00000112164,GLP1R,Unknown
8399,ENSG00000168959,GRM5,Unknown
8400,ENSG00000177599,ZNF491,Non-driver
8401,ENSG00000185101,ANO9,Non-driver
8402,ENSG00000163412,EIF4E3,Unknown
8403,ENSG00000175220,ARHGAP1,Unknown
8404,ENSG00000101842,VSIG1,Unknown
8405,ENSG00000169021,UQCRFS1,Unknown
8406,ENSG00000105967,TFEC,Unknown
8407,ENSG00000156136,DCK,Unknown
8408,ENSG00000132518,GUCY2D,Unknown
8409,ENSG00000198185,ZNF334,Non-driver
8410,ENSG00000104938,CLEC4M,Unknown
8411,ENSG00000067992,PDK3,Unknown
8412,ENSG00000214274,ANG,Unknown
8413,ENSG00000175215,CTDSP2,Unknown
8414,ENSG00000172260,NEGR1,Unknown
8415,ENSG00000167881,SRP68,Unknown
8416,ENSG00000150361,KLHL1,Unknown
8417,ENSG00000198455,ZXDB,Unknown
8418,ENSG00000131941,RHPN2,Unknown
8419,ENSG00000131669,NINJ1,Unknown
8420,ENSG00000108641,B9D1,Unknown
8421,ENSG00000118194,TNNT2,Unknown
8422,ENSG00000155846,PPARGC1B,Unknown
8423,ENSG00000069764,PLA2G10,Unknown
8424,ENSG00000166582,CENPV,Unknown
8425,ENSG00000136449,MYCBPAP,Unknown
8426,ENSG00000125912,NCLN,Non-driver
8427,ENSG00000168955,TM4SF20,Unknown
8428,ENSG00000105711,SCN1B,Unknown
8429,ENSG00000122481,RWDD3,Unknown
8430,ENSG00000146263,MMS22L,Unknown
8431,ENSG00000166170,BAG5,Unknown
8432,ENSG00000119787,ATL2,Non-driver
8433,ENSG00000111305,GSG1,Non-driver
8434,ENSG00000100034,PPM1F,Non-driver
8435,ENSG00000181035,SLC25A42,Unknown
8436,ENSG00000273572,CDHR5,Unknown
8437,ENSG00000139679,LPAR6,Unknown
8438,ENSG00000167080,B4GALNT2,Non-driver
8439,ENSG00000173137,ADCK5,Non-driver
8440,ENSG00000186088,GSAP,Unknown
8441,ENSG00000241878,PISD,Unknown
8442,ENSG00000068079,IFI35,Unknown
8443,ENSG00000164749,HNF4G,Unknown
8444,ENSG00000143257,NR1I3,Unknown
8445,ENSG00000159335,PTMS,Unknown
8446,ENSG00000132423,COQ3,Non-driver
8447,ENSG00000163611,SPICE1,Unknown
8448,ENSG00000140519,RHCG,Unknown
8449,ENSG00000197977,ELOVL2,Unknown
8450,ENSG00000198040,ZNF84,Non-driver
8451,ENSG00000112303,VNN2,Unknown
8452,ENSG00000159261,CLDN14,Unknown
8453,ENSG00000137500,CCDC90B,Non-driver
8454,ENSG00000118507,AKAP7,Non-driver
8455,ENSG00000166963,MAP1A,Unknown
8456,ENSG00000187607,ZNF286A,Non-driver
8457,ENSG00000242550,SERPINB10,Unknown
8458,ENSG00000124641,MED20,Unknown
8459,ENSG00000156475,PPP2R2B,Unknown
8460,ENSG00000197915,HRNR,Unknown
8461,ENSG00000140451,PIF1,Unknown
8462,ENSG00000037241,RPL26L1,Non-driver
8463,ENSG00000101892,ATP1B4,Non-driver
8464,ENSG00000205922,ONECUT3,Unknown
8465,ENSG00000116039,ATP6V1B1,Non-driver
8466,ENSG00000137106,GRHPR,Unknown
8467,ENSG00000157303,SUSD3,Unknown
8468,ENSG00000111845,PAK1IP1,Unknown
8469,ENSG00000187735,TCEA1,Driver
8470,ENSG00000154645,CHODL,Unknown
8471,ENSG00000129353,SLC44A2,Unknown
8472,ENSG00000173714,WFIKKN2,Unknown
8473,ENSG00000134812,CBLIF,Non-driver
8474,ENSG00000178921,PFAS,Unknown
8475,ENSG00000163520,FBLN2,Driver
8476,ENSG00000164758,MED30,Unknown
8477,ENSG00000065970,FOXJ2,Non-driver
8478,ENSG00000166987,MBD6,Non-driver
8479,ENSG00000165521,EML5,Unknown
8480,ENSG00000135837,CEP350,Unknown
8481,ENSG00000185177,ZNF479,Driver
8482,ENSG00000144746,ARL6IP5,Unknown
8483,ENSG00000006607,FARP2,Unknown
8484,ENSG00000095209,TMEM38B,Unknown
8485,ENSG00000164600,NEUROD6,Unknown
8486,ENSG00000114650,SCAP,Unknown
8487,ENSG00000167780,SOAT2,Unknown
8488,ENSG00000169641,LUZP1,Unknown
8489,ENSG00000144559,TAMM41,Unknown
8490,ENSG00000115657,ABCB6,Unknown
8491,ENSG00000136770,DNAJC1,Unknown
8492,ENSG00000170242,USP47,Unknown
8493,ENSG00000136875,PRPF4,Unknown
8494,ENSG00000241468,ATP5MF,Non-driver
8495,ENSG00000176692,FOXC2,Unknown
8496,ENSG00000196407,THEM5,Unknown
8497,ENSG00000108826,MRPL27,Unknown
8498,ENSG00000197362,ZNF786,Non-driver
8499,ENSG00000125846,ZNF133,Unknown
8500,ENSG00000085185,BCORL1,Driver
8501,ENSG00000188833,ENTPD8,Unknown
8502,ENSG00000213015,ZNF580,Unknown
8503,ENSG00000184497,TMEM255B,Non-driver
8504,ENSG00000037757,MRI1,Unknown
8505,ENSG00000141485,SLC13A5,Unknown
8506,ENSG00000126461,SCAF1,Unknown
8507,ENSG00000154370,TRIM11,Unknown
8508,ENSG00000198246,SLC29A3,Unknown
8509,ENSG00000119471,HSDL2,Non-driver
8510,ENSG00000129158,SERGEF,Unknown
8511,ENSG00000150048,CLEC1A,Unknown
8512,ENSG00000198231,DDX42,Unknown
8513,ENSG00000082212,ME2,Unknown
8514,ENSG00000180767,CHST13,Unknown
8515,ENSG00000139718,SETD1B,Driver
8516,ENSG00000130414,NDUFA10,Unknown
8517,ENSG00000110048,OSBP,Unknown
8518,ENSG00000172954,LCLAT1,Unknown
8519,ENSG00000179361,ARID3B,Unknown
8520,ENSG00000114988,LMAN2L,Unknown
8521,ENSG00000185176,AQP12B,Non-driver
8522,ENSG00000103342,GSPT1,Unknown
8523,ENSG00000013374,NUB1,Unknown
8524,ENSG00000159433,STARD9,Unknown
8525,ENSG00000187513,GJA4,Unknown
8526,ENSG00000186480,INSIG1,Unknown
8527,ENSG00000185896,LAMP1,Unknown
8528,ENSG00000092108,SCFD1,Unknown
8529,ENSG00000242173,ARHGDIG,Non-driver
8530,ENSG00000155980,KIF5A,Unknown
8531,ENSG00000146802,TMEM168,Non-driver
8532,ENSG00000162852,CNST,Unknown
8533,ENSG00000282725,CORO7,Unknown
8534,ENSG00000131242,RAB11FIP4,Unknown
8535,ENSG00000108469,RECQL5,Unknown
8536,ENSG00000049769,PPP1R3F,Non-driver
8537,ENSG00000282752,CTDP1,Unknown
8538,ENSG00000187091,PLCD1,Unknown
8539,ENSG00000071794,HLTF,Non-driver
8540,ENSG00000100100,PIK3IP1,Unknown
8541,ENSG00000196365,LONP1,Unknown
8542,ENSG00000166926,MS4A6E,Unknown
8543,ENSG00000176402,GJC3,Unknown
8544,ENSG00000115844,DLX2,Unknown
8545,ENSG00000139515,PDX1,Unknown
8546,ENSG00000100330,MTMR3,Unknown
8547,ENSG00000119718,EIF2B2,Unknown
8548,ENSG00000115211,EIF2B4,Unknown
8549,ENSG00000183729,NPBWR1,Unknown
8550,ENSG00000154783,FGD5,Unknown
8551,ENSG00000120915,EPHX2,Unknown
8552,ENSG00000163909,HEYL,Unknown
8553,ENSG00000197457,STMN3,Unknown
8554,ENSG00000205944,DAZ2,Unknown
8555,ENSG00000103671,TRIP4,Unknown
8556,ENSG00000163291,PAQR3,Unknown
8557,ENSG00000135723,FHOD1,Unknown
8558,ENSG00000125375,DMAC2L,Non-driver
8559,ENSG00000174279,EVX2,Unknown
8560,ENSG00000277893,SRD5A2,Driver
8561,ENSG00000196743,GM2A,Unknown
8562,ENSG00000203857,HSD3B1,Unknown
8563,ENSG00000116199,FAM20B,Unknown
8564,ENSG00000104140,RHOV,Non-driver
8565,ENSG00000170903,MSANTD4,Non-driver
8566,ENSG00000119729,RHOQ,Unknown
8567,ENSG00000115486,GGCX,Unknown
8568,ENSG00000198597,ZNF536,Unknown
8569,,MARS,Unknown
8570,ENSG00000197712,FAM114A1,Non-driver
8571,ENSG00000167632,TRAPPC9,Unknown
8572,ENSG00000130772,MED18,Unknown
8573,ENSG00000133250,ZNF414,Non-driver
8574,ENSG00000158486,DNAH3,Unknown
8575,ENSG00000076770,MBNL3,Unknown
8576,ENSG00000183520,UTP11,Non-driver
8577,ENSG00000164329,TENT2,Unknown
8578,ENSG00000128567,PODXL,Unknown
8579,ENSG00000106927,AMBP,Unknown
8580,,C5orf30,Unknown
8581,ENSG00000171443,ZNF524,Non-driver
8582,ENSG00000049323,LTBP1,Unknown
8583,ENSG00000204531,POU5F1,Driver
8584,ENSG00000130598,TNNI2,Unknown
8585,ENSG00000116586,LAMTOR2,Unknown
8586,ENSG00000107862,GBF1,Unknown
8587,ENSG00000119673,ACOT2,Unknown
8588,ENSG00000161558,TMEM143,Non-driver
8589,ENSG00000143028,SYPL2,Non-driver
8590,ENSG00000118193,KIF14,Unknown
8591,ENSG00000123096,SSPN,Unknown
8592,ENSG00000123171,CCDC70,Non-driver
8593,ENSG00000141759,TXNL4A,Unknown
8594,ENSG00000129484,PARP2,Unknown
8595,ENSG00000231924,PSG1,Unknown
8596,ENSG00000183454,GRIN2A,Driver
8597,ENSG00000257949,TEN1,Unknown
8598,ENSG00000125378,BMP4,Unknown
8599,ENSG00000164647,STEAP1,Non-driver
8600,ENSG00000144736,SHQ1,Unknown
8601,ENSG00000079313,REXO1,Unknown
8602,ENSG00000168872,DDX19A,Non-driver
8603,ENSG00000138379,MSTN,Non-driver
8604,ENSG00000111707,SUDS3,Non-driver
8605,ENSG00000174371,EXO1,Unknown
8606,ENSG00000166479,TMX3,Unknown
8607,ENSG00000123388,HOXC11,Driver
8608,ENSG00000152332,UHMK1,Non-driver
8609,ENSG00000166337,TAF10,Unknown
8610,ENSG00000009307,CSDE1,Unknown
8611,ENSG00000010404,IDS,Unknown
8612,ENSG00000053371,AKR7A2,Unknown
8613,ENSG00000162482,AKR7A3,Unknown
8614,ENSG00000275066,SYNRG,Non-driver
8615,ENSG00000129170,CSRP3,Unknown
8616,ENSG00000136950,ARPC5L,Non-driver
8617,ENSG00000155868,MED7,Unknown
8618,ENSG00000128595,CALU,Unknown
8619,ENSG00000135824,RGS8,Non-driver
8620,ENSG00000005893,LAMP2,Unknown
8621,ENSG00000053900,ANAPC4,Unknown
8622,ENSG00000123191,ATP7B,Unknown
8623,ENSG00000128805,ARHGAP22,Unknown
8624,ENSG00000110881,ASIC1,Non-driver
8625,ENSG00000060971,ACAA1,Unknown
8626,ENSG00000130540,SULT4A1,Unknown
8627,ENSG00000155066,PROM2,Unknown
8628,,ACPP,Driver
8629,ENSG00000157765,SLC34A2,Driver
8630,ENSG00000145321,GC,Unknown
8631,ENSG00000168481,LGI3,Unknown
8632,ENSG00000154252,GAL3ST2,Unknown
8633,ENSG00000118418,HMGN3,Unknown
8634,ENSG00000181790,ADGRB1,Unknown
8635,ENSG00000152990,ADGRA3,Unknown
8636,ENSG00000139352,ASCL1,Unknown
8637,ENSG00000116685,KIAA2013,Non-driver
8638,ENSG00000182393,IFNL1,Unknown
8639,ENSG00000156049,GNA14,Unknown
8640,ENSG00000129422,MTUS1,Non-driver
8641,ENSG00000138675,FGF5,Unknown
8642,ENSG00000159387,IRX6,Unknown
8643,ENSG00000174564,IL20RB,Non-driver
8644,ENSG00000168924,LETM1,Unknown
8645,ENSG00000177182,CLVS1,Unknown
8646,ENSG00000138119,MYOF,Unknown
8647,ENSG00000018189,RUFY3,Unknown
8648,ENSG00000113812,ACTR8,Non-driver
8649,ENSG00000174151,CYB561D1,Non-driver
8650,ENSG00000160087,UBE2J2,Non-driver
8651,ENSG00000005469,CROT,Unknown
8652,ENSG00000168575,SLC20A2,Unknown
8653,ENSG00000120662,MTRF1,Unknown
8654,ENSG00000149418,ST14,Unknown
8655,ENSG00000166762,CATSPER2,Unknown
8656,ENSG00000186496,ZNF396,Unknown
8657,ENSG00000006740,ARHGAP44,Unknown
8658,ENSG00000163288,GABRB1,Unknown
8659,ENSG00000164051,CCDC51,Non-driver
8660,ENSG00000166405,RIC3,Unknown
8661,ENSG00000169604,ANTXR1,Unknown
8662,ENSG00000143420,ENSA,Unknown
8663,ENSG00000059122,FLYWCH1,Unknown
8664,ENSG00000197372,ZNF675,Non-driver
8665,ENSG00000166526,ZNF3,Unknown
8666,ENSG00000187650,VMAC,Unknown
8667,ENSG00000140264,SERF2,Unknown
8668,ENSG00000067798,NAV3,Unknown
8669,ENSG00000204822,MRPL53,Unknown
8670,ENSG00000065923,SLC9A7,Unknown
8671,ENSG00000205857,NANOGNB,Non-driver
8672,ENSG00000124140,SLC12A5,Unknown
8673,ENSG00000197780,TAF13,Unknown
8674,ENSG00000160994,CCDC105,Non-driver
8675,ENSG00000188120,DAZ1,Non-driver
8676,ENSG00000068354,TBC1D25,Unknown
8677,ENSG00000145241,CENPC,Non-driver
8678,ENSG00000182263,FIGN,Unknown
8679,ENSG00000165349,SLC7A3,Unknown
8680,ENSG00000165887,ANKRD2,Unknown
8681,ENSG00000167550,RHEBL1,Non-driver
8682,ENSG00000167874,TMEM88,Unknown
8683,ENSG00000242366,UGT1A8,Unknown
8684,ENSG00000196860,TOMM20L,Non-driver
8685,ENSG00000124177,CHD6,Unknown
8686,ENSG00000062822,POLD1,Driver
8687,ENSG00000216490,IFI30,Unknown
8688,ENSG00000128886,ELL3,Unknown
8689,ENSG00000112183,RBM24,Unknown
8690,ENSG00000147813,NAPRT,Non-driver
8691,ENSG00000162972,MAIP1,Unknown
8692,ENSG00000146021,KLHL3,Unknown
8693,ENSG00000140199,SLC12A6,Unknown
8694,ENSG00000143479,DYRK3,Unknown
8695,ENSG00000089048,ESF1,Non-driver
8696,ENSG00000168275,COA6,Unknown
8697,ENSG00000180357,ZNF609,Unknown
8698,ENSG00000285243,SLC39A4,Unknown
8699,ENSG00000169764,UGP2,Unknown
8700,ENSG00000007541,PIGQ,Unknown
8701,ENSG00000108702,CCL1,Unknown
8702,ENSG00000187730,GABRD,Unknown
8703,ENSG00000171320,ESCO2,Unknown
8704,ENSG00000117148,ACTL8,Non-driver
8705,ENSG00000223852,ZFP57,Unknown
8706,ENSG00000241635,UGT1A1,Unknown
8707,ENSG00000171298,GAA,Unknown
8708,ENSG00000164576,SAP30L,Unknown
8709,ENSG00000186352,ANKRD37,Non-driver
8710,ENSG00000164530,PI16,Non-driver
8711,ENSG00000274972,FRG2,Unknown
8712,ENSG00000127863,TNFRSF19,Non-driver
8713,ENSG00000066583,ISOC1,Non-driver
8714,ENSG00000133872,SARAF,Non-driver
8715,ENSG00000277800,TBX22,Unknown
8716,ENSG00000110328,GALNT18,Unknown
8717,ENSG00000147202,DIAPH2,Unknown
8718,ENSG00000111962,UST,Unknown
8719,ENSG00000180509,KCNE1,Unknown
8720,ENSG00000073756,PTGS2,Driver
8721,ENSG00000171067,C11orf24,Unknown
8722,ENSG00000182253,SYNM,Unknown
8723,ENSG00000131503,ANKHD1,Unknown
8724,ENSG00000116761,CTH,Unknown
8725,ENSG00000099282,TSPAN15,Unknown
8726,ENSG00000174939,ASPHD1,Non-driver
8727,ENSG00000118939,UCHL3,Unknown
8728,ENSG00000043039,BARX2,Unknown
8729,ENSG00000196502,SULT1A1,Unknown
8730,ENSG00000147576,ADHFE1,Unknown
8731,ENSG00000067248,DHX29,Unknown
8732,ENSG00000283018,MRPS12,Unknown
8733,ENSG00000151292,CSNK1G3,Unknown
8734,ENSG00000118640,VAMP8,Unknown
8735,ENSG00000169919,GUSB,Unknown
8736,ENSG00000197223,C1D,Unknown
8737,ENSG00000104435,STMN2,Unknown
8738,ENSG00000106477,CEP41,Unknown
8739,ENSG00000182389,CACNB4,Unknown
8740,ENSG00000139793,MBNL2,Non-driver
8741,ENSG00000285250,MSRA,Unknown
8742,ENSG00000059573,ALDH18A1,Unknown
8743,ENSG00000004799,PDK4,Unknown
8744,ENSG00000134594,RAB33A,Unknown
8745,ENSG00000196814,MVB12B,Non-driver
8746,ENSG00000124496,TRERF1,Unknown
8747,ENSG00000285493,NRL,Unknown
8748,ENSG00000155761,SPAG17,Unknown
8749,ENSG00000141458,NPC1,Unknown
8750,ENSG00000113161,HMGCR,Unknown
8751,ENSG00000156006,NAT2,Unknown
8752,ENSG00000067334,DNTTIP2,Unknown
8753,ENSG00000004534,RBM6,Unknown
8754,ENSG00000119421,NDUFA8,Unknown
8755,ENSG00000180481,GLIPR1L2,Unknown
8756,ENSG00000197776,KLHDC1,Unknown
8757,ENSG00000011143,MKS1,Unknown
8758,ENSG00000152669,CCNO,Unknown
8759,ENSG00000187531,SIRT7,Unknown
8760,ENSG00000125522,NPBWR2,Non-driver
8761,ENSG00000107819,SFXN3,Unknown
8762,ENSG00000106631,MYL7,Unknown
8763,ENSG00000027847,B4GALT7,Unknown
8764,ENSG00000121318,TAS2R10,Non-driver
8765,ENSG00000112984,KIF20A,Unknown
8766,ENSG00000204406,MBD5,Unknown
8767,ENSG00000110723,EXPH5,Unknown
8768,ENSG00000169228,RAB24,Unknown
8769,ENSG00000254999,BRK1,Unknown
8770,ENSG00000140577,CRTC3,Driver
8771,ENSG00000152413,HOMER1,Unknown
8772,ENSG00000184697,CLDN6,Unknown
8773,ENSG00000165905,LARGE2,Non-driver
8774,ENSG00000174684,B4GAT1,Unknown
8775,ENSG00000198846,TOX,Unknown
8776,ENSG00000101439,CST3,Unknown
8777,ENSG00000198208,RPS6KL1,Non-driver
8778,ENSG00000151893,CACUL1,Non-driver
8779,ENSG00000118729,CASQ2,Unknown
8780,ENSG00000188321,ZNF559,Non-driver
8781,ENSG00000141424,SLC39A6,Non-driver
8782,ENSG00000089335,ZNF302,Non-driver
8783,ENSG00000087253,LPCAT2,Non-driver
8784,ENSG00000109466,KLHL2,Unknown
8785,ENSG00000161640,SIGLEC11,Unknown
8786,ENSG00000144820,ADGRG7,Unknown
8787,ENSG00000128849,CGNL1,Unknown
8788,ENSG00000198794,SCAMP5,Unknown
8789,ENSG00000165071,TMEM71,Non-driver
8790,ENSG00000172046,USP19,Unknown
8791,ENSG00000100075,SLC25A1,Unknown
8792,ENSG00000002746,HECW1,Unknown
8793,ENSG00000007933,FMO3,Unknown
8794,ENSG00000138136,LBX1,Unknown
8795,ENSG00000176925,OR51F2,Non-driver
8796,ENSG00000140943,MBTPS1,Unknown
8797,ENSG00000198892,SHISA4,Unknown
8798,ENSG00000124523,SIRT5,Unknown
8799,ENSG00000171848,RRM2,Unknown
8800,ENSG00000213937,CLDN9,Unknown
8801,,SEPT8,Unknown
8802,ENSG00000257473,HLA-DQA2,Unknown
8803,ENSG00000158055,GRHL3,Unknown
8804,ENSG00000120705,ETF1,Unknown
8805,ENSG00000130592,LSP1,Unknown
8806,ENSG00000144792,ZNF660,Non-driver
8807,ENSG00000280618,CYFIP1,Unknown
8808,ENSG00000143294,PRCC,Driver
8809,ENSG00000181195,PENK,Unknown
8810,ENSG00000178096,BOLA1,Unknown
8811,ENSG00000165775,FUNDC2,Non-driver
8812,ENSG00000182768,NGRN,Unknown
8813,ENSG00000213931,HBE1,Unknown
8814,ENSG00000116871,MAP7D1,Non-driver
8815,ENSG00000080823,MOK,Non-driver
8816,ENSG00000142065,ZFP14,Non-driver
8817,ENSG00000006715,VPS41,Unknown
8818,ENSG00000105514,RAB3D,Non-driver
8819,ENSG00000163202,LCE3D,Unknown
8820,ENSG00000177710,SLC35G5,Unknown
8821,ENSG00000173486,FKBP2,Unknown
8822,ENSG00000184292,TACSTD2,Unknown
8823,ENSG00000169946,ZFPM2,Unknown
8824,ENSG00000175938,ORAI3,Unknown
8825,ENSG00000095539,SEMA4G,Non-driver
8826,ENSG00000160190,SLC37A1,Unknown
8827,ENSG00000137819,PAQR5,Unknown
8828,ENSG00000003509,NDUFAF7,Unknown
8829,ENSG00000101292,PROKR2,Unknown
8830,ENSG00000196199,MPHOSPH8,Unknown
8831,ENSG00000273607,CHCHD10,Unknown
8832,ENSG00000115207,GTF3C2,Non-driver
8833,ENSG00000132466,ANKRD17,Unknown
8834,ENSG00000116132,PRRX1,Driver
8835,ENSG00000288435,GJA10,Unknown
8836,ENSG00000158555,GDPD5,Unknown
8837,ENSG00000178860,MSC,Unknown
8838,ENSG00000160408,ST6GALNAC6,Unknown
8839,,HIST1H2BL,Unknown
8840,ENSG00000108509,CAMTA2,Unknown
8841,ENSG00000067064,IDI1,Unknown
8842,ENSG00000164332,UBLCP1,Unknown
8843,ENSG00000153250,RBMS1,Unknown
8844,ENSG00000101335,MYL9,Unknown
8845,ENSG00000106404,CLDN15,Unknown
8846,ENSG00000204965,PCDHA5,Unknown
8847,ENSG00000077380,DYNC1I2,Unknown
